epoch,f1,loss,lr,val_f1,val_loss
50,0.84292656,0.3652013337471076,3.1622778e-06,0.7745828628540039,0.5580200713414413
51,0.8490947,0.3579382844695443,1.0000001e-06,0.7755628824234009,0.5576486913762855
52,0.84336597,0.36465904175412256,1.0000001e-06,0.7748551964759827,0.5580434649300998
53,0.8503663,0.35534325365484115,1.0000001e-06,0.775509774684906,0.5572464270939723
54,0.8469072,0.3593340040546432,1.0000001e-06,0.7750656604766846,0.5574880412226834
0,0.5072852,1.105924897880479,0.001,0.3805120885372162,1.2287653964416985
1,0.5955542,0.8422837922794109,0.001,0.4241836965084076,1.0920546322884643
2,0.6213859,0.7862517985366505,0.001,0.5965949892997742,0.873784058780595
3,0.6432269,0.755953331200564,0.001,0.5739367604255676,0.9031717200015894
4,0.6569479,0.7349639188138221,0.001,0.6416541337966919,0.7837812331536348
5,0.6672014,0.7157467420284565,0.001,0.41050490736961365,1.5436121401702159
6,0.67867184,0.6938463046235681,0.001,0.5152416825294495,1.2123499058877694
7,0.6914315,0.6797291323748331,0.001,0.648185670375824,0.8196839008340704
8,0.69262046,0.673461145080288,0.001,0.5427070260047913,1.1481051366239845
9,0.69845647,0.6551761047609694,0.001,0.6613731980323792,0.7487009648505517
10,0.7090194,0.6436223281911139,0.001,0.6291690468788147,0.8384833243001377
11,0.718547,0.6287116581166284,0.001,0.6449121832847595,0.824983631953215
12,0.7213225,0.6208830061984015,0.001,0.5874509811401367,0.9656706431208277
13,0.72733384,0.6075475361690483,0.001,0.6783551573753357,0.7334912670904833
14,0.7297773,0.6047748501249084,0.001,0.6837918758392334,0.7878965157023549
15,0.7332372,0.5908107051012313,0.001,0.6839244365692139,0.7765556576219066
16,0.73540485,0.5851519835536061,0.001,0.6264004707336426,0.9647615045250285
17,0.74607444,0.5754311424505546,0.001,0.7289490699768066,0.6395582834174177
18,0.74962354,0.5605271149434047,0.001,0.6295694708824158,0.9596113489694614
19,0.750496,0.5589540972277023,0.001,0.6969070434570312,0.7267019713418723
20,0.75941426,0.5464795088391803,0.001,0.6954464316368103,0.7261449793386742
21,0.7641391,0.5380477092322513,0.001,0.6391993165016174,0.893996265865642
22,0.76921254,0.5241184260483089,0.001,0.7201947569847107,0.649025227602652
23,0.77020264,0.5229387280973927,0.001,0.6691044569015503,0.8201230182450199
24,0.79800856,0.46968106387634956,0.0003162278,0.7385910153388977,0.6728465838662736
25,0.8051829,0.44477083285649616,0.0003162278,0.7337096929550171,0.6596538735447081
26,0.80842537,0.44377634522947806,0.0003162278,0.7615988850593567,0.571540679628327
27,0.8164002,0.4298511116344783,0.0003162278,0.7601345777511597,0.5854629134167816
28,0.81537867,0.42510956320066656,0.0003162278,0.7496885061264038,0.6156824606762835
29,0.82052857,0.41550538384702784,0.0003162278,0.7408735752105713,0.6705088111070486
30,0.8273019,0.4067899667064584,0.0003162278,0.7489657402038574,0.6310700925261782
31,0.82890034,0.4010611814860056,0.0003162278,0.7735101580619812,0.579165136144006
32,0.8360528,0.39218759760113625,0.0003162278,0.7624990344047546,0.6037263221877096
33,0.8405754,0.3722444037361258,0.000100000005,0.7768247723579407,0.5592875429511776
34,0.8461905,0.36306483264740635,0.000100000005,0.7575221061706543,0.6112932876722347
35,0.84366477,0.3643926239813103,0.000100000005,0.7666098475456238,0.6016784978688822
36,0.8539292,0.349171143429284,0.000100000005,0.7837536931037903,0.5576210391121739
37,0.8492158,0.35606310130106156,0.000100000005,0.7803779244422913,0.5842822419233341
38,0.8520234,0.3473537022898183,0.000100000005,0.7751337885856628,0.586470587248868
39,0.85649925,0.3444969504777732,0.000100000005,0.7683425545692444,0.5740114158897475
40,0.8577691,0.3392306653823138,0.000100000005,0.7668489217758179,0.6006722935793197
41,0.8565666,0.3354327138476588,0.000100000005,0.7869634628295898,0.5500583314213762
42,0.858641,0.3349863037437612,0.000100000005,0.7791211605072021,0.5689145187301748
43,0.8619926,0.3289454591109673,0.000100000005,0.7811241149902344,0.5720401299305451
44,0.86278886,0.32608588101595815,0.000100000005,0.7787010073661804,0.5815096112515564
45,0.8625253,0.32565390569923897,0.000100000005,0.776487410068512,0.5829063487005892
46,0.86418635,0.32375775057183215,0.000100000005,0.7782532572746277,0.5762177378350696
47,0.8640927,0.3196766117855877,0.000100000005,0.766735851764679,0.6402537410075848
48,0.8691304,0.31412522133285475,3.1622778e-05,0.7844284176826477,0.56875840593607
49,0.86985195,0.30817782896510243,3.1622778e-05,0.7839422225952148,0.5793132328775508
50,0.8721516,0.30974363545929423,3.1622778e-05,0.7833223342895508,0.5844301761842573
51,0.8715196,0.3058004202339541,3.1622778e-05,0.7832773923873901,0.5823012513404296
52,0.8716757,0.3087732066534445,3.1622778e-05,0.7830843925476074,0.5796398110173393
53,0.8702776,0.3088263883393192,3.1622778e-05,0.7843406200408936,0.5835691189037037
54,0.8725774,0.3049517080511097,1.0000001e-05,0.7851523160934448,0.5773295396883812
55,0.8724112,0.30431474812872544,1.0000001e-05,0.7836528420448303,0.5777354559602117
56,0.8769578,0.299459704868422,1.0000001e-05,0.784740686416626,0.5821716757215691
57,0.87896895,0.2964624687882335,1.0000001e-05,0.7849836349487305,0.5782399882931681
58,0.8743332,0.3006203897018169,1.0000001e-05,0.7852596640586853,0.5765605177987492
59,0.8745881,0.29882783182626643,1.0000001e-05,0.7845233678817749,0.5791862514127171
